STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-12,4.92,,0,,0,,,94,70,,220,210,23,30
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-13,4.92,,0,,,,,94,73,,290,280,15,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-14,6.49,,0.03,,,,,96,72,,290,300,18.1,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-15,5.59,,0,,,,,93,71,,250,220,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-16,2.91,,0.65,,,,,91,70,,270,270,21.9,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-17,2.91,,0.2,,,,,93,70,,150,120,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-18,4.03,,0,,,,,95,72,,360,360,17,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-19,2.91,,0.13,,,,,96,74,,20,20,21,25.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-20,3.36,,0,,,,,96,72,,170,180,14.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-21,,,0,0,,,,82,74,0,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-22,3.36,,0,,0,,,92,71,,220,230,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-23,3.36,,0.01,,0,,,93,74,,360,10,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-24,1.79,,0.01,,0,0,,94,73,,320,320,12.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-25,4.03,,0.02,,,,,97,73,,210,240,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-26,4.92,,0,,0,0,,96,73,,220,210,17,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-27,8.72,,0,,0,0,,93,76,,240,310,15,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-28,9.4,,0.01,,,,,90,73,,260,220,23.9,34
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-29,6.26,,0,,,,,90,73,,290,300,21,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-30,6.71,,0,,,,,90,73,,250,290,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-07-31,3.36,,0,,,,,94,71,,240,240,19.9,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-01,4.92,,0,,,,,94,71,,360,140,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-02,5.37,,0,,,,,92,74,,350,320,21,29.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-03,3.8,,0,,,,,95,73,,330,330,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-04,3.58,,0.69,,,,,95,76,,210,240,16.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-05,2.91,,0,,,,,93,75,,320,310,14.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-06,4.25,,0,,,,,96,73,,310,330,13,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-07,2.68,,0,,,,,93,74,,270,270,14.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-08,5.14,,0.35,,0,,,90,74,,60,100,12.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-09,5.82,,0.03,,,,,88,75,,140,110,13,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-10,5.37,,0.05,,,,,88,75,,150,140,15,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-11,5.59,,0,,,,,90,74,,150,110,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-12,5.82,,0,,0,0,,93,74,,180,310,15,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-13,5.37,,0,,0,0,,93,73,,190,140,13,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-14,4.47,,0,,0,0,,95,71,,210,220,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-15,2.68,,0.03,,0,0,,93,72,,190,200,13,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-16,1.79,,0,,0,,,94,73,,170,190,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-17,3.58,,0.27,,,,,95,73,,220,200,16.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-18,2.91,,1.91,,0,,,95,70,,280,280,40.9,49
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-19,3.8,,0.13,,0,,,91,71,,250,260,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-20,6.71,,0.01,,0,0,,88,73,,200,210,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-21,6.49,,0.54,,0,0,,89,73,,310,310,25.9,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-22,3.8,,0,,0,0,,88,70,,320,80,12.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-23,1.34,,0,,0,0,,92,67,,90,10,6.9,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-24,3.36,,1.39,,0,0,,83,74,,220,70,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-25,1.79,,0,,,,,93,71,,20,20,8.9,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-26,2.01,,0,,,,,94,72,,150,70,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-27,3.13,,0.01,,,,,92,73,,130,140,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-28,4.92,,0,,,,,92,73,,40,30,12.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-29,3.8,,0,,,,,91,73,,40,20,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-30,3.8,,0,,,,,90,70,,50,50,13,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-08-31,2.24,,0,,0,0,,93,70,,40,30,10.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-01,2.24,,1.49,,0,,,91,71,,10,20,17,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-02,5.82,,0.12,,,,,82,71,,30,40,16.1,25.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-03,2.91,,0,,,,,84,65,,200,180,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-04,3.8,,0,,,,,86,66,,150,50,10.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-05,1.12,,0,,,,,88,66,,10,360,8.9,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-06,1.57,,0,,,,,91,64,,250,290,8.9,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-07,2.24,,0,,0,,,94,65,,180,240,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-08,3.36,,0,,0,,,93,67,,250,230,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-09,2.91,,0,,0,,,93,66,,300,290,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-10,4.03,,0,,0,,,92,66,,220,240,15,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-11,5.14,,0,,0,,,91,70,,310,340,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-12,2.91,,0,,0,,,90,70,,160,50,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-13,4.03,,0,,,,,88,69,,90,100,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-14,4.25,,0,,0,,,93,70,,30,50,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-15,2.46,,0,,0,,,94,67,,120,120,12.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-16,3.36,,0,,0,,,89,69,,140,60,10.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-17,2.24,,0,,0,,,86,68,,160,140,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-18,2.46,,1.28,,0,,,77,71,,140,260,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-19,5.37,,0,,0,,,88,70,,340,340,15,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-20,2.91,,0,,0,,,90,69,,20,20,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-21,3.36,,0,,0,,,90,67,,10,10,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-22,3.36,,0,,0,,,90,68,,10,360,13,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-23,2.01,,0,,,,,90,66,,330,340,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-24,1.12,,0,,,,,93,67,,340,350,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-25,1.34,,0,,,,,93,65,,30,150,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-26,3.36,,0,,0,,,88,68,,360,160,12.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-27,3.8,,0.12,,,,,89,68,,220,260,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-28,4.92,,0,,,,,86,60,,210,210,16.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-29,6.71,,0,,,,,78,57,,300,300,15,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-09-30,4.92,,0,,,,,74,53,,310,340,15,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-01,2.01,,0,,,,,79,49,,290,270,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-02,1.34,,0,,,,,81,53,,270,270,8.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-03,2.24,,0,,,,,86,57,,130,140,8.1,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-04,4.92,,0,,0,,,84,64,,100,60,13,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-05,6.26,,0,,0,,,83,62,,70,70,14.1,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-06,5.82,,0,,0,,,82,61,,30,60,14.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-07,7.16,,0.11,,0,,,78,66,,20,70,14.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-08,13.87,,0,,0,,,86,64,,360,340,25.1,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-09,7.83,,0,,0,,,82,52,,340,340,18.1,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-10,1.57,,0,,0,,,78,45,,130,70,10.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-11,3.36,,0,,,,,75,49,,140,100,12.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-12,2.01,,0,,0,,,77,43,,70,30,8.9,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-13,2.24,,0,,0,,,83,50,,330,310,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-14,3.8,,0,,0,,,79,54,,160,150,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-15,4.92,,0,,,,,78,64,,160,100,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-16,2.91,,0,,,,,82,63,,180,180,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-17,2.24,,0,,,,,83,57,,200,160,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-18,4.25,,0,,,,,86,60,,200,210,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-19,1.57,,0,,,,,89,62,,220,220,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-20,3.36,,0,,,,,87,61,,260,260,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-21,16.55,,0,,,,,71,52,,330,320,28,36.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-22,9.62,,0,,,,,67,43,,320,310,25.9,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-23,2.68,,0,,0,,,75,38,,300,310,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-24,3.8,,0,,0,,,80,45,,280,310,16.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-25,2.68,,0,,,,,77,45,,40,80,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-26,3.13,,0,,0,,,76,50,,160,180,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-27,3.13,,0,,,,,80,56,,210,210,13,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-28,2.01,,0,,,,,83,53,,310,280,13,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-29,1.34,,0,,,,,84,49,,250,260,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-30,3.13,,0,,0,,,85,52,,320,300,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-10-31,1.12,,0,,0,,,85,51,,330,280,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-01,3.13,,0,,0,,,81,56,,180,140,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-02,1.79,,0,,0,,,77,59,,190,190,8.9,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-03,4.03,,0,,0,,,82,55,,280,310,13,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-04,6.71,,0,,0,,,80,50,,10,360,15,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-05,2.68,,0,,0,,,72,49,,360,350,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-06,0.89,,0,,0,,,73,40,,180,140,6.9,8.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-07,4.25,,0,,0,,,72,44,,110,110,13,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-08,1.12,,0,,0,,,68,42,,70,120,6.9,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-09,8.28,,0,,0,,,68,48,,340,310,21,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-10,3.13,,0,,0,,,69,37,,280,330,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-11,8.28,,0,,0,,,71,40,,330,310,18.1,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-12,6.04,,0,,0,,,63,49,,70,80,15,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-13,3.58,,0,,0,,,56,39,,60,40,10.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-14,2.91,,0,,0,,,66,35,,280,290,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-15,3.13,,0,,0,,,69,36,,270,320,15,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-16,3.13,,0,,0,,,71,40,,310,330,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-17,0.89,,0,,0,0,,78,38,,250,240,6.9,8.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-18,1.57,,0,,0,0,,78,40,,230,220,12.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-19,12.3,,0,,0,0,,58,42,,310,330,25.9,35.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-20,12.3,,0,,0,0,,53,36,,320,300,23,30
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-21,8.72,,0,,0,0,,60,31,,310,340,17,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-22,1.34,,0,,0,0,,64,28,,130,140,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-23,2.68,,0,,0,0,,66,37,,170,170,13,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-24,3.13,,0,,0,0,,75,50,,230,230,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-25,5.59,,0,,0,0,,71,43,,320,300,15,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-26,8.05,,0,,0,0,,60,31,,320,320,16.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-27,3.13,,0,,0,0,,59,28,,150,160,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-28,9.17,,0,,0,0,,67,45,,150,190,21,34
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-29,5.82,,2.05,,0,0,,67,55,,310,160,21,30
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-11-30,9.62,,0.9,,0,0,,71,52,,300,290,21.9,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-01,8.5,,0,,0,0,,56,41,,320,320,19.9,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-02,6.93,,0,,0,0,,60,37,,310,320,17,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-03,2.01,,0.12,,0,0,,58,36,,20,10,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-04,6.04,,0.61,,0,0,,46,43,,100,120,13,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-05,4.03,,0.6,,0,0,,52,42,,90,100,13,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-06,5.59,,0.19,,0,0,,56,50,,290,280,13,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-07,6.26,,0,,0,0,,60,41,,290,280,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-08,10.96,,0,,0,0,,46,34,,320,320,19.9,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-09,9.4,,0,,0,0,,42,27,,340,330,16.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-10,2.01,,0,,0,0,,49,23,,10,50,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-11,3.36,,0,,0,0,,48,30,,110,120,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-12,3.58,,0.01,,0,0,,63,40,,310,340,13,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-13,2.01,,0.02,,0,0,,50,40,,20,50,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-14,6.04,,0,,0,0,,57,39,,310,320,14.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-15,11.41,,0,,0,0,,42,27,,320,320,21.9,28
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-16,5.82,,0,,0,0,,45,23,,70,100,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-17,3.58,,0.04,,,0,,62,35,,100,110,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-18,11.86,,0.15,,,0,,70,33,,320,320,25.1,33.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-19,6.49,,0,,0,0,,48,32,,310,300,14.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-20,4.03,,0,,0,0,,50,31,,40,110,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-21,2.01,,0,,0,0,,63,29,,300,290,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2016-12-22,7.38,,0,,0,0,,64,41,,290,310,17,23.9
