STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-24,4.47,,0,,0,0,,89,65,,310,340,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-25,4.03,,0,,0,0,,87,69,,40,40,19,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-26,2.68,,0,,0,0,,86,70,,130,30,8.9,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-27,4.03,,0,,0,0,,84,70,,30,50,13,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-28,7.16,,0,,0,0,,80,68,,20,50,15,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-29,3.58,,0,,0,0,,83,68,,30,70,8.9,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-30,2.68,,0.35,,0,0,,73,68,,130,100,6.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-08-31,4.47,,1.25,,0,0,,82,68,,150,140,13,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-01,12.97,,0.03,,0,0,,83,65,,220,220,25.1,35.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-02,6.04,,0,,0,0,,81,59,,290,300,16.1,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-03,4.47,,0,,0,0,,82,58,,310,30,15,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-04,2.91,,0,,0,0,,86,57,,210,220,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-05,5.82,,0.52,,0,0,,88,64,,340,330,21,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-06,7.83,,0.03,,0,0,,75,58,,320,290,17,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-07,5.37,,0,,0,0,,77,50,,320,20,10.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-08,2.24,,0,,0,0,,80,51,,20,110,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-09,5.37,,0,,0,0,,78,59,,40,30,17,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-10,8.95,,0,,0,0,,72,59,,70,50,17,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-11,13.87,,3.1,,0,0,,63,56,,40,40,29.1,47
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-12,5.82,,0.33,,0,0,,63,58,,140,120,14.1,25.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-13,5.82,,0,,0,0,,77,59,,220,220,19.9,29.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-14,2.01,,0,,0,0,,78,63,,270,260,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-15,0.89,,0,,0,0,,85,60,,210,200,6.9,8.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-16,1.12,,0,,0,0,,86,64,,130,150,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-17,1.57,,0,,0,0,,88,64,,20,320,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-18,2.46,,0,,0,0,,87,60,,310,270,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-19,1.12,,0,,0,0,,89,62,,340,340,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-20,2.01,,0,,0,0,,89,65,,280,290,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-21,2.24,,0.02,,0,0,,90,65,,340,340,12.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-22,2.01,,0,,0,0,,90,66,,50,50,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-23,2.46,,0,,0,0,,88,64,,140,160,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-24,2.91,,0,,0,0,,85,64,,40,30,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-25,2.91,,0,,0,0,,87,64,,30,20,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-26,3.13,,0,,0,0,,88,62,,340,330,12.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-27,2.91,,0,,0,0,,90,63,,280,310,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-28,3.13,,0,,0,0,,91,63,,330,330,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-29,3.8,,0,,0,0,,89,65,,330,60,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-09-30,4.25,,0,,0,0,,81,64,,100,60,13,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-01,6.71,,0,,0,0,,72,56,,70,70,15,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-02,6.04,,0,,0,0,,77,57,,70,110,13,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-03,4.92,,0,,0,0,,79,59,,60,110,12.1,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-04,3.36,,0,,0,0,,80,56,,140,40,10.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-05,2.68,,0,,0,0,,82,51,,20,130,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-06,2.91,,0,,0,0,,83,57,,140,50,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-07,4.7,,0,,0,0,,81,70,,160,120,8.9,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-08,8.72,,1.12,,0,0,,75,71,,190,150,18.1,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-09,2.91,,0.09,,0,0,,75,71,,190,190,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-10,2.01,,0,,0,0,,87,68,,220,230,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-11,2.68,,0,,0,0,,86,65,,280,330,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-12,2.91,,0,,0,0,,87,60,,340,350,10.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-13,4.47,,0,,0,0,,84,58,,100,210,10.1,25.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-14,3.13,,0,,0,0,,76,62,,170,210,8.1,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-15,2.68,,0.01,,0,0,,82,61,,270,270,14.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-16,10.51,,0.08,,0,0,,72,51,,320,330,18.1,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-17,3.58,,0,,0,0,,69,46,,80,50,14.1,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-18,2.91,,0,,0,0,,71,41,,70,120,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-19,1.34,,0,,0,0,,76,41,,10,10,8.1,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-20,0.89,,0,,0,0,,79,41,,150,150,6.9,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-21,2.24,,0,,0,0,,77,46,,140,150,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-22,5.14,,0,,0,0,,78,55,,110,110,14.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-23,9.84,,1.77,,0,0,,72,54,,260,270,21.9,30
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-24,7.61,,0,,0,0,,66,47,,290,310,19.9,27.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-25,7.83,,0,,0,0,,60,41,,310,270,18.1,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-26,2.24,,0,,0,0,,70,36,,230,250,8.9,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-27,4.25,,0,,0,0,,72,41,,180,140,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-28,8.05,,0.7,,,0,,63,41,,310,330,19.9,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-29,14.32,,0,,0,0,,41,34,,320,310,25.9,36.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-30,6.49,,0,,0,0,,64,30,,240,250,13,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-10-31,2.68,,0,,0,0,,70,40,,220,210,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-01,1.79,,0,,,0,,71,42,,210,190,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-02,2.46,,0,,0,0,,75,55,,200,180,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-03,1.57,,0,,0,0,,78,52,,300,240,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-04,0.89,,1.12,,0,0,,79,56,,320,240,18.1,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-05,2.01,,0,,0,0,,74,62,,160,130,6.9,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-06,3.13,,0.01,,0,0,,78,57,,220,300,16.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-07,6.04,,0,,0,0,,79,62,,240,240,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-08,5.37,,0.05,,0,0,,65,49,,320,290,17,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-09,4.7,,0.42,,,0,,54,47,,330,330,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-10,4.25,,0,,0,0,,64,40,,340,310,12.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-11,6.26,,0,,0,0,,52,41,,70,80,13,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-12,3.8,,0.03,,,0,,48,43,,80,70,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-13,5.59,,0,,0,0,,65,40,,310,310,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-14,2.68,,0,,0,0,,60,38,,360,100,8.1,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-15,1.79,,0,,0,0,,58,36,,110,90,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-16,6.93,,0,,0,0,,67,42,,310,300,16.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-17,2.46,,0,,0,0,,65,33,,180,180,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-18,8.05,,0.32,,0,0,,67,41,,290,290,36,48.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-19,14.54,,0,,,0,,56,38,,320,300,25.9,40
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-20,3.36,,0,,0,0,,58,26,,300,170,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-21,2.01,,0,,0,0,,66,40,,150,150,8.1,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-22,5.82,,0,,0,0,,62,39,,320,320,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-23,3.13,,0,,0,0,,61,35,,70,80,10.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-24,1.12,,0,,0,0,,63,32,,220,230,6.9,8.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-25,4.47,,0,,0,0,,64,36,,280,300,14.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-26,8.5,,0,,0,0,,62,39,,310,320,16.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-27,1.79,,0,,0,0,,63,29,,110,120,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-28,2.01,,0,,0,0,,65,32,,120,140,8.9,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-29,1.34,,0,,0,0,,65,46,,190,70,6,8.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-11-30,2.68,,0.09,,,0,,68,48,,270,270,14.1,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-01,2.68,227,0,,,,,67,47,,320,330,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-02,1.34,1433,0,,,,,68,45,,10,280,6.9,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-03,1.12,1343,0,,,,,69,45,,310,340,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-04,4.92,1042,0,,,,,65,43,,140,150,15,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-05,6.49,1657,0.21,,,,,68,54,,300,310,25.9,34
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-06,8.28,1032,0.06,,,,,54,37,,310,320,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-07,6.04,1812,0,,,,,49,40,,300,300,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-08,6.26,357,0.92,,,,,44,32,,340,340,15,19
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-09,6.49,1542,0.17,,,,,36,30,,260,270,14.1,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-10,6.93,1206,0,,,,,41,24,,270,310,14.1,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-11,5.59,1531,0,,,,,55,27,,230,220,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-12,12.08,1100,0,,,,,48,33,,310,300,30,38
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-13,9.62,214,0,,,,,48,26,,310,310,18.1,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-14,5.82,1253,0,,,,,58,31,,260,260,14.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-15,7.61,1319,0,,,,,44,29,,290,300,19.9,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-16,3.8,1323,0,,,,,52,27,,270,280,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-17,1.34,1305,0.13,,,,,50,29,,330,130,8.1,10.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-18,2.24,1348,0,,,,,58,40,,240,250,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-19,4.03,1428,0.01,,,,,60,40,,270,270,10.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-20,6.26,853,1.18,,,,,64,57,,210,210,17,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-21,4.47,322,0,,,,,57,51,,70,70,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-22,4.7,2329,0,,,,,56,50,,160,140,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-23,11.41,1323,0.04,,,,,67,48,,220,210,21.9,29.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-24,10.29,2245,0,,,,,49,40,,280,270,21.9,33.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-25,12.3,305,0,,,,,40,29,,330,330,21.9,28
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-26,3.58,1333,0,,,,,50,28,,160,170,12.1,18.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-27,5.14,1810,0.08,,,,,43,34,,290,300,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-28,5.37,906,0,,,,,44,31,,100,60,12.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-29,2.01,1338,0,,,,,51,30,,330,310,10.1,15
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-30,7.61,1335,0,,,,,49,28,,310,260,18.1,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2017-12-31,8.72,1818,0,,,,,36,27,,320,320,17,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-01,10.29,,0,,0,0,,28,16,,320,320,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-02,2.91,,0,,0,0,,36,11,,360,340,8.9,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-03,5.59,,0,,0,0,,37,24,,300,300,16.1,25.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-04,14.99,,0,,0,0,,33,19,,310,320,23.9,35.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-05,10.51,,0,,0,0,,34,16,,270,280,19.9,25.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-06,7.61,,0,,0,0,,38,20,,310,290,17,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-07,5.14,,0,,0,0,,38,16,,100,110,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-08,3.8,,0.1,,0,0,,38,29,,70,60,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-09,2.68,,0,,0,0,,63,36,,40,30,8.1,12.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-10,5.14,,0,,0,0,,64,52,,130,140,16.1,21.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-11,3.8,,0.21,,0,0,,57,50,,80,90,12.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-12,11.41,,0.51,,0,0,,60,27,,290,290,25.9,35.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-13,16.55,,0,,0,0,,35,22,,320,320,29.1,35.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-14,3.8,,0,,0,0,,40,17,,300,340,13,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-15,2.68,,0,,0,0,,46,23,,200,200,8.9,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-16,6.26,,0,,,0,,50,24,,310,310,19.9,23.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-17,15.21,,0.01,,,0,,25,12,,310,310,25.9,36
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-18,9.4,,0,,0,,,40,14,,280,320,14.1,19.9
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-19,4.7,,0,,0,0,,52,24,,280,320,13,16.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-20,3.58,,0,,0,0,,60,23,,300,300,15,21
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-21,1.57,,0,,0,0,,68,31,,210,200,10.1,14.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-22,4.92,,0.41,,0,0,,61,40,,200,200,17,23
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-23,12.3,302,0,,,,,61,40,,310,270,21,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-24,9.62,1539,0,,,,,52,34,,290,310,19.9,29.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-25,2.24,1120,0,,,,,57,27,,310,360,8.9,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-26,3.13,1328,0,,,,,57,29,,130,140,12.1,17
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-27,3.8,1132,0.15,,,,,57,47,,170,120,8.1,13
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-28,2.91,1318,1,,,,,54,50,,20,20,8.1,11
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-29,11.41,1659,0.02,,,,,57,39,,330,330,25.1,31.1
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-30,10.96,406,0,,,,,45,29,,330,330,23,32
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",33.875,-84.30222,305.3,2018-01-31,4.7,1312,0,,,,,54,25,,170,220,13,19
